,date,state,fips,cases,deaths
1109,2020-03-22,Tennessee,47,424,2
7594,2020-07-18,Tennessee,47,74518,828
3524,2020-05-05,Tennessee,47,13555,225
4734,2020-05-27,Tennessee,47,21360,353
5614,2020-06-12,Tennessee,47,29218,461
7539,2020-07-17,Tennessee,47,72072,805
5724,2020-06-14,Tennessee,47,30174,467
6494,2020-06-28,Tennessee,47,39945,577
1819,2020-04-04,Tennessee,47,3265,47
411,2020-03-08,Tennessee,47,3,0
5559,2020-06-11,Tennessee,47,28766,441
3579,2020-05-06,Tennessee,47,13737,237
3689,2020-05-08,Tennessee,47,14276,240
5449,2020-06-09,Tennessee,47,27865,430
7429,2020-07-15,Tennessee,47,67515,773
3469,2020-05-04,Tennessee,47,13283,216
786,2020-03-16,Tennessee,47,52,0
4844,2020-05-29,Tennessee,47,22199,356
1001,2020-03-20,Tennessee,47,237,0
1489,2020-03-29,Tennessee,47,1569,7
3799,2020-05-10,Tennessee,47,15060,242
1217,2020-03-24,Tennessee,47,678,2
487,2020-03-10,Tennessee,47,7,0
7319,2020-07-13,Tennessee,47,63615,738
1764,2020-04-03,Tennessee,47,3032,38
5889,2020-06-17,Tennessee,47,32112,493
5394,2020-06-08,Tennessee,47,27217,417
2314,2020-04-13,Tennessee,47,5483,114
1163,2020-03-23,Tennessee,47,522,2
5944,2020-06-18,Tennessee,47,32604,504
7374,2020-07-14,Tennessee,47,65412,757
3744,2020-05-09,Tennessee,47,14675,241
1379,2020-03-27,Tennessee,47,1180,6
6384,2020-06-26,Tennessee,47,38802,569
207,2020-02-26,Texas,48,10,0
2810,2020-04-22,Texas,48,21769,571
198,2020-02-25,Texas,48,10,0
6495,2020-06-28,Texas,48,152866,2408
4735,2020-05-27,Texas,48,59105,1598
4845,2020-05-29,Texas,48,62073,1645
226,2020-02-28,Texas,48,11,0
190,2020-02-24,Texas,48,10,0
2700,2020-04-20,Texas,48,20035,523
6275,2020-06-24,Texas,48,131310,2292
840,2020-03-17,Texas,48,106,1
894,2020-03-18,Texas,48,166,2
6385,2020-06-26,Texas,48,142582,2362
2150,2020-04-10,Texas,48,12291,249
1380,2020-03-27,Texas,48,1971,25
4790,2020-05-28,Texas,48,60820,1618
8255,2020-07-30,Texas,48,432134,6987
2755,2020-04-21,Texas,48,20949,552
216,2020-02-27,Texas,48,10,0
4900,2020-05-30,Texas,48,63396,1676
4955,2020-05-31,Texas,48,64974,1683
6440,2020-06-27,Texas,48,148639,2398
6330,2020-06-25,Texas,48,136783,2321
8310,2020-07-31,Texas,48,443090,7273
2645,2020-04-19,Texas,48,19441,503
3470,2020-05-04,Texas,48,33134,914
1164,2020-03-23,Texas,48,728,7
8530,2020-08-04,Texas,48,473105,7951
5890,2020-06-17,Texas,48,99466,2099
2425,2020-04-15,Texas,48,16106,395
1002,2020-03-20,Texas,48,386,5
5395,2020-06-08,Texas,48,77326,1856
5340,2020-06-07,Texas,48,75948,1846
5285,2020-06-06,Texas,48,75077,1840
5945,2020-06-18,Texas,48,102677,2137
5450,2020-06-09,Texas,48,79271,1886
2260,2020-04-12,Texas,48,13776,288
5615,2020-06-12,Texas,48,86031,1965
5725,2020-06-14,Texas,48,89542,1995
5560,2020-06-11,Texas,48,83772,1942
1110,2020-03-22,Texas,48,639,7
5780,2020-06-15,Texas,48,91726,2018
5835,2020-06-16,Texas,48,95973,2057
1056,2020-03-21,Texas,48,547,5
5505,2020-06-10,Texas,48,81771,1916
2370,2020-04-14,Texas,48,15303,365
8475,2020-08-03,Texas,48,463541,7697
1326,2020-03-26,Texas,48,1542,21
6000,2020-06-19,Texas,48,107322,2168
6055,2020-06-20,Texas,48,111594,2186
948,2020-03-19,Texas,48,248,4
5065,2020-06-02,Texas,48,67966,1732
150,2020-02-19,Texas,48,2,0
158,2020-02-20,Texas,48,2,0
166,2020-02-21,Texas,48,4,0
6165,2020-06-22,Texas,48,119646,2213
2590,2020-04-18,Texas,48,18927,487
5010,2020-06-01,Texas,48,66081,1695
174,2020-02-22,Texas,48,4,0
182,2020-02-23,Texas,48,4,0
8365,2020-08-01,Texas,48,448224,7477
6220,2020-06-23,Texas,48,124726,2246
142,2020-02-18,Texas,48,2,0
134,2020-02-17,Texas,48,2,0
126,2020-02-16,Texas,48,2,0
2480,2020-04-16,Texas,48,16928,428
2205,2020-04-11,Texas,48,13208,265
1218,2020-03-24,Texas,48,857,11
8420,2020-08-02,Texas,48,454759,7520
5175,2020-06-04,Texas,48,71330,1793
6110,2020-06-21,Texas,48,114886,2195
2535,2020-04-17,Texas,48,18131,461
1272,2020-03-25,Texas,48,1132,13
119,2020-02-15,Texas,48,2,0
5120,2020-06-03,Texas,48,69546,1766
5230,2020-06-05,Texas,48,73323,1821
8200,2020-07-29,Texas,48,421891,6834
7100,2020-07-09,Texas,48,240025,3037
3965,2020-05-13,Texas,48,43822,1205
5670,2020-06-13,Texas,48,88120,1989
7155,2020-07-10,Texas,48,249948,3129
532,2020-03-11,Texas,48,33,0
3195,2020-04-29,Texas,48,27839,776
318,2020-03-05,Texas,48,16,0
7870,2020-07-23,Texas,48,376104,4714
1930,2020-04-06,Texas,48,8150,159
1710,2020-04-02,Texas,48,4952,80
3910,2020-05-12,Texas,48,42348,1169
7210,2020-07-11,Texas,48,258280,3206
7265,2020-07-12,Texas,48,264811,3246
297,2020-03-04,Texas,48,12,0
4020,2020-05-14,Texas,48,45169,1256
579,2020-03-12,Texas,48,41,0
7045,2020-07-08,Texas,48,229116,2935
6935,2020-07-06,Texas,48,209350,2726
264,2020-03-02,Texas,48,11,0
7980,2020-07-25,Texas,48,391609,5002
1985,2020-04-07,Texas,48,8968,177
4185,2020-05-17,Texas,48,48828,1356
3855,2020-05-11,Texas,48,40988,1137
630,2020-03-13,Texas,48,58,0
4075,2020-05-15,Texas,48,46987,1300
280,2020-03-03,Texas,48,11,0
7925,2020-07-24,Texas,48,383662,4876
1655,2020-04-01,Texas,48,4402,65
3140,2020-04-28,Texas,48,26868,738
6990,2020-07-07,Texas,48,219164,2816
7815,2020-07-22,Texas,48,366561,4522
7320,2020-07-13,Texas,48,273732,3313
3635,2020-05-07,Texas,48,36682,1016
7485,2020-07-16,Texas,48,311516,3744
3580,2020-05-06,Texas,48,35441,985
412,2020-03-08,Texas,48,23,0
7650,2020-07-19,Texas,48,338036,4033
1820,2020-04-04,Texas,48,6566,124
3525,2020-05-05,Texas,48,34286,955
3415,2020-05-03,Texas,48,32299,890
1875,2020-04-05,Texas,48,7117,136
7540,2020-07-17,Texas,48,321254,3889
7595,2020-07-18,Texas,48,330059,3972
449,2020-03-09,Texas,48,24,0
7430,2020-07-15,Texas,48,296478,3590
7705,2020-07-20,Texas,48,345672,4160
3360,2020-05-02,Texas,48,31433,875
3250,2020-04-30,Texas,48,29072,828
346,2020-03-06,Texas,48,19,0
7760,2020-07-21,Texas,48,355594,4319
3800,2020-05-10,Texas,48,40037,1110
488,2020-03-10,Texas,48,31,0
3305,2020-05-01,Texas,48,30342,853
3745,2020-05-09,Texas,48,38849,1086
7375,2020-07-14,Texas,48,284638,3449
3690,2020-05-08,Texas,48,37943,1059
377,2020-03-07,Texas,48,19,0
1765,2020-04-03,Texas,48,5773,98
249,2020-03-01,Texas,48,11,0
4130,2020-05-16,Texas,48,47866,1330
4570,2020-05-24,Texas,48,56050,1533
4515,2020-05-23,Texas,48,55451,1522
6660,2020-07-01,Texas,48,174826,2518
734,2020-03-15,Texas,48,80,0
2975,2020-04-25,Texas,48,24494,662
3085,2020-04-27,Texas,48,25963,699
8090,2020-07-27,Texas,48,402295,6292
6715,2020-07-02,Texas,48,182260,2562
4460,2020-05-22,Texas,48,54369,1498
681,2020-03-14,Texas,48,69,0
2920,2020-04-24,Texas,48,23650,625
1545,2020-03-30,Texas,48,3065,46
1435,2020-03-28,Texas,48,2381,30
2865,2020-04-23,Texas,48,22706,601
4680,2020-05-26,Texas,48,57573,1552
2095,2020-04-09,Texas,48,11372,228
6550,2020-06-29,Texas,48,158756,2430
4625,2020-05-25,Texas,48,56490,1536
6605,2020-06-30,Texas,48,166703,2482
236,2020-02-29,Texas,48,11,0
8145,2020-07-28,Texas,48,412849,6518
787,2020-03-16,Texas,48,87,1
1490,2020-03-29,Texas,48,2722,35
2315,2020-04-13,Texas,48,14487,320
4405,2020-05-21,Texas,48,53441,1480
3030,2020-04-26,Texas,48,25209,676
1600,2020-03-31,Texas,48,3588,57
4295,2020-05-19,Texas,48,51080,1405
4350,2020-05-20,Texas,48,52369,1443
6825,2020-07-04,Texas,48,195707,2646
8035,2020-07-26,Texas,48,395738,5090
6880,2020-07-05,Texas,48,200137,2666
4240,2020-05-18,Texas,48,49788,1362
2040,2020-04-08,Texas,48,9897,195
6770,2020-07-03,Texas,48,190049,2609
1821,2020-04-04,Utah,49,1426,8
378,2020-03-07,Utah,49,3,0
1057,2020-03-21,Utah,49,138,0
450,2020-03-09,Utah,49,3,0
841,2020-03-17,Utah,49,51,0
237,2020-02-29,Utah,49,1,0
227,2020-02-28,Utah,49,1,0
2261,2020-04-12,Utah,49,2305,18
1986,2020-04-07,Utah,49,1737,13
1766,2020-04-03,Utah,49,1248,7
250,2020-03-01,Utah,49,1,0
788,2020-03-16,Utah,49,40,0
217,2020-02-27,Utah,49,1,0
265,2020-03-02,Utah,49,1,0
1111,2020-03-22,Utah,49,182,1
1436,2020-03-28,Utah,49,608,2
1601,2020-03-31,Utah,49,887,5
413,2020-03-08,Utah,49,3,0
631,2020-03-13,Utah,49,7,0
1876,2020-04-05,Utah,49,1618,8
949,2020-03-19,Utah,49,80,0
2096,2020-04-09,Utah,49,1980,13
1381,2020-03-27,Utah,49,480,2
1491,2020-03-29,Utah,49,719,2
1273,2020-03-25,Utah,49,346,1
895,2020-03-18,Utah,49,65,0
1711,2020-04-02,Utah,49,1077,7
580,2020-03-12,Utah,49,7,0
682,2020-03-14,Utah,49,21,0
1931,2020-04-06,Utah,49,1662,13
1219,2020-03-24,Utah,49,299,1
319,2020-03-05,Utah,49,1,0
298,2020-03-04,Utah,49,1,0
533,2020-03-11,Utah,49,5,0
1546,2020-03-30,Utah,49,806,4
2206,2020-04-11,Utah,49,2208,18
208,2020-02-26,Utah,49,1,0
1327,2020-03-26,Utah,49,402,1
1656,2020-04-01,Utah,49,1012,7
199,2020-02-25,Utah,49,1,0
1165,2020-03-23,Utah,49,257,1
735,2020-03-15,Utah,49,29,0
347,2020-03-06,Utah,49,3,0
281,2020-03-03,Utah,49,1,0
489,2020-03-10,Utah,49,4,0
2041,2020-04-08,Utah,49,1860,13
1003,2020-03-20,Utah,49,112,0
2151,2020-04-10,Utah,49,2103,17
6551,2020-06-29,Utah,49,21818,168
4076,2020-05-15,Utah,49,6930,77
4956,2020-05-31,Utah,49,9829,113
4901,2020-05-30,Utah,49,9551,112
3416,2020-05-03,Utah,49,5175,50
7706,2020-07-20,Utah,49,34526,249
3471,2020-05-04,Utah,49,5326,50
7651,2020-07-19,Utah,49,34117,243
4846,2020-05-29,Utah,49,9282,107
7596,2020-07-18,Utah,49,33430,243
3526,2020-05-05,Utah,49,5449,56
6606,2020-06-30,Utah,49,22364,172
3581,2020-05-06,Utah,49,5605,59
4791,2020-05-28,Utah,49,8953,106
3636,2020-05-07,Utah,49,5724,61
7541,2020-07-17,Utah,49,32572,238
4736,2020-05-27,Utah,49,8710,105
7761,2020-07-21,Utah,49,35089,255
3361,2020-05-02,Utah,49,4981,49
6496,2020-06-28,Utah,49,21155,167
3086,2020-04-27,Utah,49,4236,41
5176,2020-06-04,Utah,49,10858,117
6331,2020-06-25,Utah,49,19544,164
3141,2020-04-28,Utah,49,4343,45
7981,2020-07-25,Utah,49,37623,278
5121,2020-06-03,Utah,49,10558,117
3196,2020-04-29,Utah,49,4499,45
7926,2020-07-24,Utah,49,37063,277
5066,2020-06-02,Utah,49,10237,113
6386,2020-06-26,Utah,49,20218,166
5011,2020-06-01,Utah,49,10026,113
7871,2020-07-23,Utah,49,36178,271
3251,2020-04-30,Utah,49,4672,46
7816,2020-07-22,Utah,49,35677,262
3306,2020-05-01,Utah,49,4829,46
6441,2020-06-27,Utah,49,20735,167
7486,2020-07-16,Utah,49,31908,234
4021,2020-05-14,Utah,49,6760,76
6826,2020-07-04,Utah,49,24717,181
7266,2020-07-12,Utah,49,29552,215
7211,2020-07-11,Utah,49,29071,212
4461,2020-05-22,Utah,49,8057,93
6881,2020-07-05,Utah,49,25005,184
4406,2020-05-21,Utah,49,7876,92
4131,2020-05-16,Utah,49,7068,78
6936,2020-07-06,Utah,49,25653,190
7156,2020-07-10,Utah,49,28452,207
6991,2020-07-07,Utah,49,26203,194
7101,2020-07-09,Utah,49,27632,205
4241,2020-05-18,Utah,49,7384,80
4351,2020-05-20,Utah,49,7717,90
7046,2020-07-08,Utah,49,26921,201
4296,2020-05-19,Utah,49,7530,88
4186,2020-05-17,Utah,49,7238,80
6771,2020-07-03,Utah,49,24070,181
3966,2020-05-13,Utah,49,6624,76
3691,2020-05-08,Utah,49,5919,61
3746,2020-05-09,Utah,49,6103,66
4681,2020-05-26,Utah,49,8622,101
7431,2020-07-15,Utah,49,31228,233
6661,2020-07-01,Utah,49,22864,173
4626,2020-05-25,Utah,49,8521,98
7376,2020-07-14,Utah,49,30774,226
3801,2020-05-10,Utah,49,6251,67
6716,2020-07-02,Utah,49,23466,176
3856,2020-05-11,Utah,49,6364,68
4571,2020-05-24,Utah,49,8392,97
3911,2020-05-12,Utah,49,6454,73
7321,2020-07-13,Utah,49,30282,216
4516,2020-05-23,Utah,49,8260,97
8036,2020-07-26,Utah,49,37973,278
2701,2020-04-20,Utah,49,3213,28
2591,2020-04-18,Utah,49,2942,25
5561,2020-06-11,Utah,49,13366,131
2646,2020-04-19,Utah,49,3071,27
6056,2020-06-20,Utah,49,17173,155
5506,2020-06-10,Utah,49,12982,128
8366,2020-08-01,Utah,49,40754,312
5451,2020-06-09,Utah,49,12639,127
6111,2020-06-21,Utah,49,17567,158
8311,2020-07-31,Utah,49,40258,308
2756,2020-04-21,Utah,49,3301,32
2811,2020-04-22,Utah,49,3451,34
5396,2020-06-08,Utah,49,12378,124
8256,2020-07-30,Utah,49,39714,303
8421,2020-08-02,Utah,49,41175,313
2316,2020-04-13,Utah,49,2368,18
6001,2020-06-19,Utah,49,16585,155
5616,2020-06-12,Utah,49,13681,139
5836,2020-06-16,Utah,49,15077,145
5891,2020-06-17,Utah,49,15464,149
2371,2020-04-14,Utah,49,2420,19
5781,2020-06-15,Utah,49,14757,143
5726,2020-06-14,Utah,49,14313,139
2426,2020-04-15,Utah,49,2549,20
8531,2020-08-04,Utah,49,42018,324
5946,2020-06-18,Utah,49,16015,152
2481,2020-04-16,Utah,49,2687,21
5671,2020-06-13,Utah,49,14061,139
8476,2020-08-03,Utah,49,41571,317
2536,2020-04-17,Utah,49,2813,23
2866,2020-04-23,Utah,49,3621,35
2976,2020-04-25,Utah,49,3950,41
6221,2020-06-23,Utah,49,18454,163
8146,2020-07-28,Utah,49,38877,290
5286,2020-06-06,Utah,49,11866,121
5231,2020-06-05,Utah,49,11344,120
8091,2020-07-27,Utah,49,38439,285
2921,2020-04-24,Utah,49,3782,39
8201,2020-07-29,Utah,49,39339,297
6166,2020-06-22,Utah,49,18035,158
3031,2020-04-26,Utah,49,4123,41
5341,2020-06-07,Utah,49,12084,121
6276,2020-06-24,Utah,49,18915,163
6772,2020-07-03,Vermont,50,1236,56
1274,2020-03-25,Vermont,50,123,8
4352,2020-05-20,Vermont,50,944,54
5232,2020-06-05,Vermont,50,1027,55
1058,2020-03-21,Vermont,50,49,2
5947,2020-06-18,Vermont,50,1135,56
5672,2020-06-13,Vermont,50,1125,55
4517,2020-05-23,Vermont,50,954,54
4297,2020-05-19,Vermont,50,944,54
5617,2020-06-12,Vermont,50,1119,55
4572,2020-05-24,Vermont,50,956,54
6222,2020-06-23,Vermont,50,1164,56
5837,2020-06-16,Vermont,50,1130,55
5122,2020-06-03,Vermont,50,990,55
6937,2020-07-06,Vermont,50,1251,56
5892,2020-06-17,Vermont,50,1130,55
632,2020-03-13,Vermont,50,2,0
5782,2020-06-15,Vermont,50,1130,55
6882,2020-07-05,Vermont,50,1249,56
1547,2020-03-30,Vermont,50,256,12
1004,2020-03-20,Vermont,50,29,2
4407,2020-05-21,Vermont,50,950,54
6332,2020-06-25,Vermont,50,1191,56
5727,2020-06-14,Vermont,50,1127,55
683,2020-03-14,Vermont,50,5,0
6992,2020-07-07,Vermont,50,1254,56
6277,2020-06-24,Vermont,50,1184,56
4462,2020-05-22,Vermont,50,952,54
6827,2020-07-04,Vermont,50,1238,56
5177,2020-06-04,Vermont,50,1026,55
896,2020-03-18,Vermont,50,19,0
6717,2020-07-02,Vermont,50,1227,56
5452,2020-06-09,Vermont,50,1084,55
4792,2020-05-28,Vermont,50,974,55
6387,2020-06-26,Vermont,50,1198,56
6607,2020-06-30,Vermont,50,1208,56
1382,2020-03-27,Vermont,50,184,10
6167,2020-06-22,Vermont,50,1163,56
789,2020-03-16,Vermont,50,12,0
6112,2020-06-21,Vermont,50,1159,56
6442,2020-06-27,Vermont,50,1200,56
5397,2020-06-08,Vermont,50,1075,55
4847,2020-05-29,Vermont,50,975,55
1166,2020-03-23,Vermont,50,75,2
6552,2020-06-29,Vermont,50,1208,56
6497,2020-06-28,Vermont,50,1202,56
5342,2020-06-07,Vermont,50,1063,55
950,2020-03-19,Vermont,50,22,2
4902,2020-05-30,Vermont,50,977,55
4957,2020-05-31,Vermont,50,981,55
1328,2020-03-26,Vermont,50,158,9
4737,2020-05-27,Vermont,50,971,54
5067,2020-06-02,Vermont,50,988,55
6662,2020-07-01,Vermont,50,1210,56
5562,2020-06-11,Vermont,50,1110,55
842,2020-03-17,Vermont,50,14,0
4627,2020-05-25,Vermont,50,962,54
5012,2020-06-01,Vermont,50,983,55
6002,2020-06-19,Vermont,50,1144,56
4682,2020-05-26,Vermont,50,967,54
736,2020-03-15,Vermont,50,8,0
1437,2020-03-28,Vermont,50,211,12
1112,2020-03-22,Vermont,50,52,2
1602,2020-03-31,Vermont,50,293,13
6057,2020-06-20,Vermont,50,1147,56
5507,2020-06-10,Vermont,50,1095,55
5287,2020-06-06,Vermont,50,1046,55
1492,2020-03-29,Vermont,50,235,12
1220,2020-03-24,Vermont,50,95,7
2317,2020-04-13,Vermont,50,748,27
581,2020-03-12,Vermont,50,2,0
3142,2020-04-28,Vermont,50,862,46
7982,2020-07-25,Vermont,50,1396,56
1987,2020-04-07,Vermont,50,575,23
3087,2020-04-27,Vermont,50,855,46
3197,2020-04-29,Vermont,50,862,46
3032,2020-04-26,Vermont,50,851,45
8092,2020-07-27,Vermont,50,1402,56
2977,2020-04-25,Vermont,50,843,45
8037,2020-07-26,Vermont,50,1400,56
7927,2020-07-24,Vermont,50,1385,56
1932,2020-04-06,Vermont,50,543,23
7597,2020-07-18,Vermont,50,1338,56
7652,2020-07-19,Vermont,50,1350,56
3472,2020-05-04,Vermont,50,902,52
3417,2020-05-03,Vermont,50,897,52
1877,2020-04-05,Vermont,50,512,22
7707,2020-07-20,Vermont,50,1360,56
3362,2020-05-02,Vermont,50,886,50
7762,2020-07-21,Vermont,50,1366,56
3307,2020-05-01,Vermont,50,879,49
7817,2020-07-22,Vermont,50,1366,56
7872,2020-07-23,Vermont,50,1377,56
2042,2020-04-08,Vermont,50,605,23
2922,2020-04-24,Vermont,50,827,43
2537,2020-04-17,Vermont,50,779,34
8477,2020-08-03,Vermont,50,1427,57
2482,2020-04-16,Vermont,50,768,34
2207,2020-04-11,Vermont,50,711,24
2427,2020-04-15,Vermont,50,759,29
8422,2020-08-02,Vermont,50,1426,57
8532,2020-08-04,Vermont,50,1431,57
2262,2020-04-12,Vermont,50,727,26
2372,2020-04-14,Vermont,50,752,28
2592,2020-04-18,Vermont,50,803,36
2867,2020-04-23,Vermont,50,825,42
8202,2020-07-29,Vermont,50,1406,56
2097,2020-04-09,Vermont,50,628,23
2812,2020-04-22,Vermont,50,823,39
8257,2020-07-30,Vermont,50,1407,57
2757,2020-04-21,Vermont,50,818,39
2152,2020-04-10,Vermont,50,679,24
8312,2020-07-31,Vermont,50,1414,57
2702,2020-04-20,Vermont,50,816,37
8367,2020-08-01,Vermont,50,1421,57
2647,2020-04-19,Vermont,50,812,36
8147,2020-07-28,Vermont,50,1405,56
1822,2020-04-04,Vermont,50,461,20
3252,2020-04-30,Vermont,50,866,48
3967,2020-05-13,Vermont,50,929,53
3912,2020-05-12,Vermont,50,927,53
1712,2020-04-02,Vermont,50,338,17
3527,2020-05-05,Vermont,50,907,52
490,2020-03-10,Vermont,50,1,0
7322,2020-07-13,Vermont,50,1301,56
3802,2020-05-10,Vermont,50,926,53
7377,2020-07-14,Vermont,50,1305,56
3857,2020-05-11,Vermont,50,926,53
4022,2020-05-14,Vermont,50,932,53
7267,2020-07-12,Vermont,50,1296,56
7212,2020-07-11,Vermont,50,1283,56
7047,2020-07-08,Vermont,50,1256,56
4242,2020-05-18,Vermont,50,940,54
7102,2020-07-09,Vermont,50,1272,56
7157,2020-07-10,Vermont,50,1277,56
4187,2020-05-17,Vermont,50,940,54
534,2020-03-11,Vermont,50,2,0
4132,2020-05-16,Vermont,50,934,53
4077,2020-05-15,Vermont,50,933,53
1657,2020-04-01,Vermont,50,321,16
451,2020-03-09,Vermont,50,1,0
7432,2020-07-15,Vermont,50,1318,56
3747,2020-05-09,Vermont,50,921,53
3582,2020-05-06,Vermont,50,908,52
3637,2020-05-07,Vermont,50,916,53
1767,2020-04-03,Vermont,50,389,17
3692,2020-05-08,Vermont,50,919,53
7487,2020-07-16,Vermont,50,1325,56
7542,2020-07-17,Vermont,50,1334,56
379,2020-03-07,Vermont,50,1,0
414,2020-03-08,Vermont,50,1,0
8368,2020-08-01,Virgin Islands,78,421,8
7158,2020-07-10,Virgin Islands,78,167,6
8423,2020-08-02,Virgin Islands,78,421,8
7543,2020-07-17,Virgin Islands,78,283,6
6828,2020-07-04,Virgin Islands,78,112,6
8313,2020-07-31,Virgin Islands,78,406,8
7488,2020-07-16,Virgin Islands,78,263,6
7708,2020-07-20,Virgin Islands,78,308,6
6003,2020-06-19,Virgin Islands,78,74,6
6058,2020-06-20,Virgin Islands,78,76,6
7653,2020-07-19,Virgin Islands,78,297,6
6993,2020-07-07,Virgin Islands,78,122,6
790,2020-03-16,Virgin Islands,78,2,0
5893,2020-06-17,Virgin Islands,78,73,6
6883,2020-07-05,Virgin Islands,78,112,6
1005,2020-03-20,Virgin Islands,78,6,0
7598,2020-07-18,Virgin Islands,78,297,6
6938,2020-07-06,Virgin Islands,78,116,6
8533,2020-08-04,Virgin Islands,78,463,8
6608,2020-06-30,Virgin Islands,78,90,6
6553,2020-06-29,Virgin Islands,78,84,6
7103,2020-07-09,Virgin Islands,78,153,6
5948,2020-06-18,Virgin Islands,78,74,6
8478,2020-08-03,Virgin Islands,78,439,8
7048,2020-07-08,Virgin Islands,78,144,6
7213,2020-07-11,Virgin Islands,78,181,6
8258,2020-07-30,Virgin Islands,78,385,8
7873,2020-07-23,Virgin Islands,78,342,7
684,2020-03-14,Virgin Islands,78,1,0
8038,2020-07-26,Virgin Islands,78,361,7
6718,2020-07-02,Virgin Islands,78,98,6
897,2020-03-18,Virgin Islands,78,3,0
6663,2020-07-01,Virgin Islands,78,92,6
737,2020-03-15,Virgin Islands,78,1,0
6278,2020-06-24,Virgin Islands,78,80,6
7818,2020-07-22,Virgin Islands,78,336,7
7983,2020-07-25,Virgin Islands,78,352,7
6333,2020-06-25,Virgin Islands,78,81,6
7378,2020-07-14,Virgin Islands,78,243,6
7928,2020-07-24,Virgin Islands,78,352,7
7433,2020-07-15,Virgin Islands,78,249,6
843,2020-03-17,Virgin Islands,78,2,0
7323,2020-07-13,Virgin Islands,78,217,6
6388,2020-06-26,Virgin Islands,78,81,6
8093,2020-07-27,Virgin Islands,78,375,7
6113,2020-06-21,Virgin Islands,78,76,6
6773,2020-07-03,Virgin Islands,78,111,6
7268,2020-07-12,Virgin Islands,78,206,6
951,2020-03-19,Virgin Islands,78,3,0
8203,2020-07-29,Virgin Islands,78,385,8
6498,2020-06-28,Virgin Islands,78,81,6
8148,2020-07-28,Virgin Islands,78,375,7
6168,2020-06-22,Virgin Islands,78,76,6
6443,2020-06-27,Virgin Islands,78,81,6
7763,2020-07-21,Virgin Islands,78,308,6
6223,2020-06-23,Virgin Islands,78,78,6
5838,2020-06-16,Virgin Islands,78,73,6
4188,2020-05-17,Virgin Islands,78,69,6
4133,2020-05-16,Virgin Islands,78,69,6
1658,2020-04-01,Virgin Islands,78,30,0
4023,2020-05-14,Virgin Islands,78,69,6
3968,2020-05-13,Virgin Islands,78,69,6
3913,2020-05-12,Virgin Islands,78,69,6
1713,2020-04-02,Virgin Islands,78,37,0
3803,2020-05-10,Virgin Islands,78,69,5
3748,2020-05-09,Virgin Islands,78,69,4
3693,2020-05-08,Virgin Islands,78,69,4
1768,2020-04-03,Virgin Islands,78,38,0
3638,2020-05-07,Virgin Islands,78,68,4
3858,2020-05-11,Virgin Islands,78,69,6
4243,2020-05-18,Virgin Islands,78,69,6
1603,2020-03-31,Virgin Islands,78,30,0
4793,2020-05-28,Virgin Islands,78,69,6
1383,2020-03-27,Virgin Islands,78,19,0
4738,2020-05-27,Virgin Islands,78,69,6
4683,2020-05-26,Virgin Islands,78,69,6
1438,2020-03-28,Virgin Islands,78,19,0
4628,2020-05-25,Virgin Islands,78,69,6
4573,2020-05-24,Virgin Islands,78,69,6
4518,2020-05-23,Virgin Islands,78,69,6
1493,2020-03-29,Virgin Islands,78,23,0
4463,2020-05-22,Virgin Islands,78,69,6
4408,2020-05-21,Virgin Islands,78,69,6
1548,2020-03-30,Virgin Islands,78,30,0
4353,2020-05-20,Virgin Islands,78,69,6
4298,2020-05-19,Virgin Islands,78,69,6
3583,2020-05-06,Virgin Islands,78,66,4
4848,2020-05-29,Virgin Islands,78,69,6
3528,2020-05-05,Virgin Islands,78,66,4
2098,2020-04-09,Virgin Islands,78,50,1
2813,2020-04-22,Virgin Islands,78,54,3
2758,2020-04-21,Virgin Islands,78,54,3
2153,2020-04-10,Virgin Islands,78,51,1
2703,2020-04-20,Virgin Islands,78,54,3
2648,2020-04-19,Virgin Islands,78,53,3
2593,2020-04-18,Virgin Islands,78,53,3
2483,2020-04-16,Virgin Islands,78,51,2
2208,2020-04-11,Virgin Islands,78,51,1
2428,2020-04-15,Virgin Islands,78,51,1
2373,2020-04-14,Virgin Islands,78,51,1
2263,2020-04-12,Virgin Islands,78,51,1
2318,2020-04-13,Virgin Islands,78,51,1
2538,2020-04-17,Virgin Islands,78,53,3
2868,2020-04-23,Virgin Islands,78,54,3
2923,2020-04-24,Virgin Islands,78,55,3
2043,2020-04-08,Virgin Islands,78,46,1
3473,2020-05-04,Virgin Islands,78,66,4
3418,2020-05-03,Virgin Islands,78,66,4
1878,2020-04-05,Virgin Islands,78,42,0
3363,2020-05-02,Virgin Islands,78,66,4
3308,2020-05-01,Virgin Islands,78,66,4
3253,2020-04-30,Virgin Islands,78,66,4
1933,2020-04-06,Virgin Islands,78,44,1
3198,2020-04-29,Virgin Islands,78,66,4
3143,2020-04-28,Virgin Islands,78,62,4
1988,2020-04-07,Virgin Islands,78,45,1
3088,2020-04-27,Virgin Islands,78,59,4
3033,2020-04-26,Virgin Islands,78,59,4
2978,2020-04-25,Virgin Islands,78,57,4
1823,2020-04-04,Virgin Islands,78,42,0
4078,2020-05-15,Virgin Islands,78,69,6
5013,2020-06-01,Virgin Islands,78,70,6
5618,2020-06-12,Virgin Islands,78,72,6
5508,2020-06-10,Virgin Islands,78,72,6
5178,2020-06-04,Virgin Islands,78,71,6
5728,2020-06-14,Virgin Islands,78,73,6
